shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
suswa_nairobi,-1.21345682,36.55635375,83
suswa_nairobi,-1.215012166,36.556177,84
suswa_nairobi,-1.218228902,36.55600026,85
suswa_nairobi,-1.224026098,36.55564677,86
suswa_nairobi,-1.225687489,36.55536398,87
suswa_nairobi,-1.238090266,36.55161122,88
suswa_nairobi,-1.240350268,36.55060291,89
suswa_nairobi,-1.242436424,36.55025522,90
suswa_nairobi,-1.244105349,36.55025522,91
suswa_nairobi,-1.245600427,36.55056814,92
suswa_nairobi,-1.250502894,36.55161122,93
suswa_nairobi,-1.253284435,36.55213276,94
suswa_nairobi,-1.253569369,36.55218672,95
suswa_nairobi,-1.254492119,36.55236547,96
suswa_nairobi,-1.266183383,36.55473712,97
suswa_nairobi,-1.268287811,36.55517137,98
suswa_nairobi,-1.278843352,36.5573426,99
suswa_nairobi,-1.283954105,36.5582111,100
suswa_nairobi,-1.290902056,36.55968086,101
suswa_nairobi,-1.293995943,36.56087019,102
suswa_nairobi,-1.299898263,36.56674344,103
suswa_nairobi,-1.307225281,36.57501541,104
suswa_nairobi,-1.311412148,36.57966748,105
suswa_nairobi,-1.312924073,36.58115033,106
suswa_nairobi,-1.314058016,36.5821389,107
suswa_nairobi,-1.318186732,36.58519182,108
suswa_nairobi,-1.3192916,36.58644207,109
suswa_nairobi,-1.320163864,36.58812844,110
suswa_nairobi,-1.320716298,36.58949499,111
suswa_nairobi,-1.323071411,36.59999123,112
suswa_nairobi,-1.3239146,36.60313139,113
suswa_nairobi,-1.324467034,36.60487591,114
suswa_nairobi,-1.325368373,36.60624246,115
suswa_nairobi,-1.325978958,36.60699842,116
suswa_nairobi,-1.330369354,36.61058924,117
suswa_nairobi,-1.333742108,36.61306066,118
suswa_nairobi,-1.335021429,36.61445628,119
suswa_nairobi,-1.33571924,36.61570653,120
suswa_nairobi,-1.336155372,36.61701492,121
suswa_nairobi,-1.336523285,36.61908395,122
suswa_nairobi,-1.340752033,36.63648778,123
suswa_nairobi,-1.341196088,36.64323741,124
suswa_nairobi,-1.34137371,36.6472339,125
suswa_nairobi,-1.340219168,36.65682549,126
suswa_nairobi,-1.339626022,36.65925951,127
suswa_nairobi,-1.339288482,36.66027213,128
suswa_nairobi,-1.338149285,36.66271929,129
suswa_nairobi,-1.337530462,36.66411164,130
suswa_nairobi,-1.337066345,36.66561651,131
suswa_nairobi,-1.33698196,36.66651661,132
suswa_nairobi,-1.337010088,36.66783864,133
suswa_nairobi,-1.337164794,36.66878094,134
suswa_nairobi,-1.337474205,36.6697584,135
suswa_nairobi,-1.338107093,36.67171332,136
suswa_nairobi,-1.33857121,36.6729369,137
suswa_nairobi,-1.339021263,36.67369637,138
suswa_nairobi,-1.339400995,36.67416048,139
suswa_nairobi,-1.339794792,36.67463163,140
suswa_nairobi,-1.340343294,36.67518014,141
suswa_nairobi,-1.340638641,36.67544735,142
suswa_nairobi,-1.341215272,36.67585521,143
suswa_nairobi,-1.34208725,36.6763334,144
suswa_nairobi,-1.345026659,36.67792968,145
suswa_nairobi,-1.346812807,36.67887198,146
suswa_nairobi,-1.348359865,36.67974395,147
suswa_nairobi,-1.349935051,36.68093238,148
suswa_nairobi,-1.350449654,36.68142836,149
suswa_nairobi,-1.351077336,36.68214623,150
suswa_nairobi,-1.351806422,36.68313499,151
suswa_nairobi,-1.352555448,36.68439261,152
suswa_nairobi,-1.353911164,36.68656175,153
suswa_nairobi,-1.355583214,36.68923929,154
suswa_nairobi,-1.356328858,36.69003013,155
suswa_nairobi,-1.357119693,36.69077577,156
suswa_nairobi,-1.359130672,36.692075,157
suswa_nairobi,-1.361570961,36.69320476,158
suswa_nairobi,-1.363378583,36.69426674,159
suswa_nairobi,-1.364711704,36.69532872,160
suswa_nairobi,-1.365728492,36.69662795,161
suswa_nairobi,-1.367151994,36.69902305,162
suswa_nairobi,-1.368756258,36.70200562,163
suswa_nairobi,-1.369456712,36.70336134,164
suswa_nairobi,-1.370224951,36.70444591,165
suswa_nairobi,-1.370947999,36.70541751,166
suswa_nairobi,-1.372394097,36.70677323,167
suswa_nairobi,-1.372981574,36.70724773,168
suswa_nairobi,-1.376935747,36.7097558,169
suswa_nairobi,-1.379421227,36.7112019,170
suswa_nairobi,-1.381522587,36.71246723,171
suswa_nairobi,-1.382697541,36.71303212,172
suswa_nairobi,-1.38427921,36.71364219,173
suswa_nairobi,-1.385567141,36.71375516,174
suswa_nairobi,-1.386922857,36.71355181,175
suswa_nairobi,-1.390673672,36.7126254,176
suswa_nairobi,-1.391826031,36.71253502,177
suswa_nairobi,-1.392775033,36.71260281,178
suswa_nairobi,-1.393724034,36.71278357,179
suswa_nairobi,-1.394808607,36.71319028,180
suswa_nairobi,-1.395757609,36.71350662,181
suswa_nairobi,-1.396548443,36.71398112,182
suswa_nairobi,-1.400028115,36.71698629,183
suswa_nairobi,-1.406851887,36.72348243,184
suswa_nairobi,-1.409766678,36.72608089,185
suswa_nairobi,-1.41119018,36.72770775,186
suswa_nairobi,-1.412455515,36.73026101,187
suswa_nairobi,-1.412952611,36.73188787,188
suswa_nairobi,-1.413110778,36.73310802,189
suswa_nairobi,-1.413517493,36.74288047,190
suswa_nairobi,-1.413522952,36.74333697,191
suswa_nairobi,-1.413888604,36.749905,192
suswa_nairobi,-1.41401069,36.75137003,193
suswa_nairobi,-1.414083941,36.75259088,194
suswa_nairobi,-1.414328112,36.75368965,195
suswa_nairobi,-1.414596701,36.75456867,196
suswa_nairobi,-1.415719888,36.75615578,197
suswa_nairobi,-1.419602208,36.76096595,198
suswa_nairobi,-1.42060331,36.7628949,199
suswa_nairobi,-1.420798647,36.76462852,200
suswa_nairobi,-1.420798647,36.76597146,201
suswa_nairobi,-1.420578893,36.76726557,202
suswa_nairobi,-1.416867492,36.77622664,203
suswa_nairobi,-1.415939642,36.77891253,204
suswa_nairobi,-1.415475717,36.78057289,205
suswa_nairobi,-1.415451299,36.78164724,206
suswa_nairobi,-1.41637915,36.79178034,207
suswa_nairobi,-1.416305898,36.79434414,208
suswa_nairobi,-1.415793139,36.79605334,209
suswa_nairobi,-1.415329214,36.79720094,210
suswa_nairobi,-1.414425781,36.7985683,211
suswa_nairobi,-1.409884198,36.80488012,212
suswa_nairobi,-1.404048509,36.81324299,213
suswa_nairobi,-1.401973054,36.81629512,214
suswa_nairobi,-1.401826552,36.81680788,215
suswa_nairobi,-1.400678947,36.82142272,216
suswa_nairobi,-1.399140669,36.82755141,217
suswa_nairobi,-1.397260552,36.83258134,218
suswa_nairobi,-1.396528038,36.83433937,219
suswa_nairobi,-1.395356017,36.83669562,220
suswa_nairobi,-1.394721172,36.83759905,221
suswa_nairobi,-1.39423283,36.83835598,222
suswa_nairobi,-1.3934759,36.83911291,223
suswa_nairobi,-1.385027579,36.84630375,224
suswa_nairobi,-1.375309569,36.85494741,225
suswa_nairobi,-1.359316361,36.86931688,226
suswa_nairobi,-1.349110009,36.87837563,227
suswa_nairobi,-1.346179956,36.88115918,228
suswa_nairobi,-1.34513002,36.8823312,229
suswa_nairobi,-1.344714929,36.88296605,230
suswa_nairobi,-1.344373089,36.88399156,231
suswa_nairobi,-1.344177752,36.88484616,232
suswa_nairobi,-1.344153335,36.8858961,233
suswa_nairobi,-1.344348672,36.88684837,234
suswa_nairobi,-1.34461726,36.88755646,235
suswa_nairobi,-1.344934683,36.88819131,236
suswa_nairobi,-1.345227688,36.88865523,237
suswa_nairobi,-1.345740448,36.88921683,238
suswa_nairobi,-1.347376394,36.89065744,239
suswa_nairobi,-1.353309752,36.89597328,240
suswa_nairobi,-1.355207843,36.89770656,241
nairobi_suswa,-1.355207843,36.89770656,1
nairobi_suswa,-1.353309752,36.89597328,2
nairobi_suswa,-1.347376394,36.89065744,3
nairobi_suswa,-1.345740448,36.88921683,4
nairobi_suswa,-1.345227688,36.88865523,5
nairobi_suswa,-1.344934683,36.88819131,6
nairobi_suswa,-1.34461726,36.88755646,7
nairobi_suswa,-1.344348672,36.88684837,8
nairobi_suswa,-1.344153335,36.8858961,9
nairobi_suswa,-1.344177752,36.88484616,10
nairobi_suswa,-1.344373089,36.88399156,11
nairobi_suswa,-1.344714929,36.88296605,12
nairobi_suswa,-1.34513002,36.8823312,13
nairobi_suswa,-1.346179956,36.88115918,14
nairobi_suswa,-1.349110009,36.87837563,15
nairobi_suswa,-1.359316361,36.86931688,16
nairobi_suswa,-1.375309569,36.85494741,17
nairobi_suswa,-1.385027579,36.84630375,18
nairobi_suswa,-1.3934759,36.83911291,19
nairobi_suswa,-1.39423283,36.83835598,20
nairobi_suswa,-1.394721172,36.83759905,21
nairobi_suswa,-1.395356017,36.83669562,22
nairobi_suswa,-1.396528038,36.83433937,23
nairobi_suswa,-1.397260552,36.83258134,24
nairobi_suswa,-1.399140669,36.82755141,25
nairobi_suswa,-1.400678947,36.82142272,26
nairobi_suswa,-1.401826552,36.81680788,27
nairobi_suswa,-1.401973054,36.81629512,28
nairobi_suswa,-1.404048509,36.81324299,29
nairobi_suswa,-1.409884198,36.80488012,30
nairobi_suswa,-1.414425781,36.7985683,31
nairobi_suswa,-1.415329214,36.79720094,32
nairobi_suswa,-1.415793139,36.79605334,33
nairobi_suswa,-1.416305898,36.79434414,34
nairobi_suswa,-1.41637915,36.79178034,35
nairobi_suswa,-1.415451299,36.78164724,36
nairobi_suswa,-1.415475717,36.78057289,37
nairobi_suswa,-1.415939642,36.77891253,38
nairobi_suswa,-1.416867492,36.77622664,39
nairobi_suswa,-1.420578893,36.76726557,40
nairobi_suswa,-1.420798647,36.76597146,41
nairobi_suswa,-1.420798647,36.76462852,42
nairobi_suswa,-1.42060331,36.7628949,43
nairobi_suswa,-1.419602208,36.76096595,44
nairobi_suswa,-1.415719888,36.75615578,45
nairobi_suswa,-1.414596701,36.75456867,46
nairobi_suswa,-1.414328112,36.75368965,47
nairobi_suswa,-1.414083941,36.75259088,48
nairobi_suswa,-1.41401069,36.75137003,49
nairobi_suswa,-1.413888604,36.749905,50
nairobi_suswa,-1.413522952,36.74333697,51
nairobi_suswa,-1.413517493,36.74288047,52
nairobi_suswa,-1.413110778,36.73310802,53
nairobi_suswa,-1.412952611,36.73188787,54
nairobi_suswa,-1.412455515,36.73026101,55
nairobi_suswa,-1.41119018,36.72770775,56
nairobi_suswa,-1.409766678,36.72608089,57
nairobi_suswa,-1.406851887,36.72348243,58
nairobi_suswa,-1.400028115,36.71698629,59
nairobi_suswa,-1.396548443,36.71398112,60
nairobi_suswa,-1.395757609,36.71350662,61
nairobi_suswa,-1.394808607,36.71319028,62
nairobi_suswa,-1.393724034,36.71278357,63
nairobi_suswa,-1.392775033,36.71260281,64
nairobi_suswa,-1.391826031,36.71253502,65
nairobi_suswa,-1.390673672,36.7126254,66
nairobi_suswa,-1.386922857,36.71355181,67
nairobi_suswa,-1.385567141,36.71375516,68
nairobi_suswa,-1.38427921,36.71364219,69
nairobi_suswa,-1.382697541,36.71303212,70
nairobi_suswa,-1.381522587,36.71246723,71
nairobi_suswa,-1.379421227,36.7112019,72
nairobi_suswa,-1.376935747,36.7097558,73
nairobi_suswa,-1.372981574,36.70724773,74
nairobi_suswa,-1.372394097,36.70677323,75
nairobi_suswa,-1.370947999,36.70541751,76
nairobi_suswa,-1.370224951,36.70444591,77
nairobi_suswa,-1.369456712,36.70336134,78
nairobi_suswa,-1.368756258,36.70200562,79
nairobi_suswa,-1.367151994,36.69902305,80
nairobi_suswa,-1.365728492,36.69662795,81
nairobi_suswa,-1.364711704,36.69532872,82
nairobi_suswa,-1.363378583,36.69426674,83
nairobi_suswa,-1.361570961,36.69320476,84
nairobi_suswa,-1.359130672,36.692075,85
nairobi_suswa,-1.357119693,36.69077577,86
nairobi_suswa,-1.356328858,36.69003013,87
nairobi_suswa,-1.355583214,36.68923929,88
nairobi_suswa,-1.353911164,36.68656175,89
nairobi_suswa,-1.352555448,36.68439261,90
nairobi_suswa,-1.351806422,36.68313499,91
nairobi_suswa,-1.351077336,36.68214623,92
nairobi_suswa,-1.350449654,36.68142836,93
nairobi_suswa,-1.349935051,36.68093238,94
nairobi_suswa,-1.348359865,36.67974395,95
nairobi_suswa,-1.346812807,36.67887198,96
nairobi_suswa,-1.345026659,36.67792968,97
nairobi_suswa,-1.34208725,36.6763334,98
nairobi_suswa,-1.341215272,36.67585521,99
nairobi_suswa,-1.340638641,36.67544735,100
nairobi_suswa,-1.340343294,36.67518014,101
nairobi_suswa,-1.339794792,36.67463163,102
nairobi_suswa,-1.339400995,36.67416048,103
nairobi_suswa,-1.339021263,36.67369637,104
nairobi_suswa,-1.33857121,36.6729369,105
nairobi_suswa,-1.338107093,36.67171332,106
nairobi_suswa,-1.337474205,36.6697584,107
nairobi_suswa,-1.337164794,36.66878094,108
nairobi_suswa,-1.337010088,36.66783864,109
nairobi_suswa,-1.33698196,36.66651661,110
nairobi_suswa,-1.337066345,36.66561651,111
nairobi_suswa,-1.337530462,36.66411164,112
nairobi_suswa,-1.338149285,36.66271929,113
nairobi_suswa,-1.339288482,36.66027213,114
nairobi_suswa,-1.339626022,36.65925951,115
nairobi_suswa,-1.340219168,36.65682549,116
nairobi_suswa,-1.34137371,36.6472339,117
nairobi_suswa,-1.341196088,36.64323741,118
nairobi_suswa,-1.340752033,36.63648778,119
nairobi_suswa,-1.336523285,36.61908395,120
nairobi_suswa,-1.336155372,36.61701492,121
nairobi_suswa,-1.33571924,36.61570653,122
nairobi_suswa,-1.335021429,36.61445628,123
nairobi_suswa,-1.333742108,36.61306066,124
nairobi_suswa,-1.330369354,36.61058924,125
nairobi_suswa,-1.325978958,36.60699842,126
nairobi_suswa,-1.325368373,36.60624246,127
nairobi_suswa,-1.324467034,36.60487591,128
nairobi_suswa,-1.3239146,36.60313139,129
nairobi_suswa,-1.323071411,36.59999123,130
nairobi_suswa,-1.320716298,36.58949499,131
nairobi_suswa,-1.320163864,36.58812844,132
nairobi_suswa,-1.3192916,36.58644207,133
nairobi_suswa,-1.318186732,36.58519182,134
nairobi_suswa,-1.314058016,36.5821389,135
nairobi_suswa,-1.312924073,36.58115033,136
nairobi_suswa,-1.311412148,36.57966748,137
nairobi_suswa,-1.307225281,36.57501541,138
nairobi_suswa,-1.299898263,36.56674344,139
nairobi_suswa,-1.293995943,36.56087019,140
nairobi_suswa,-1.290902056,36.55968086,141
nairobi_suswa,-1.283954105,36.5582111,142
nairobi_suswa,-1.278843352,36.5573426,143
nairobi_suswa,-1.268287811,36.55517137,144
nairobi_suswa,-1.266183383,36.55473712,145
nairobi_suswa,-1.254492119,36.55236547,146
nairobi_suswa,-1.253569369,36.55218672,147
nairobi_suswa,-1.253284435,36.55213276,148
nairobi_suswa,-1.250502894,36.55161122,149
nairobi_suswa,-1.245600427,36.55056814,150
nairobi_suswa,-1.244105349,36.55025522,151
nairobi_suswa,-1.242436424,36.55025522,152
nairobi_suswa,-1.240350268,36.55060291,153
nairobi_suswa,-1.238090266,36.55161122,154
nairobi_suswa,-1.225687489,36.55536398,155
nairobi_suswa,-1.224026098,36.55564677,156
nairobi_suswa,-1.218228902,36.55600026,157
nairobi_suswa,-1.215012166,36.556177,158
nairobi_suswa,-1.21345682,36.55635375,159
nairobi_suswa,-1.205962885,36.55840398,160
nairobi_suswa,-1.200342433,36.55981793,161
nairobi_suswa,-1.19815081,36.56003002,162
nairobi_suswa,-1.194050355,36.55971188,163
nairobi_suswa,-1.181077362,36.55865142,164
nairobi_suswa,-1.177542487,36.55826258,165
nairobi_suswa,-1.175810398,36.5578384,166
nairobi_suswa,-1.173936914,36.55727282,167
nairobi_suswa,-1.172134127,36.55670724,168
nairobi_suswa,-1.170189946,36.5563891,169
nairobi_suswa,-1.164322053,36.55649514,170
nairobi_suswa,-1.162943451,36.5562477,171
nairobi_suswa,-1.16099927,36.55543468,172
nairobi_suswa,-1.15958532,36.55451561,173
nairobi_suswa,-1.156934163,36.55320771,174
nairobi_suswa,-1.154919284,36.55264213,175
nairobi_suswa,-1.153752775,36.55264213,176
nairobi_suswa,-1.150394644,36.55296027,177
nairobi_suswa,-1.148485811,36.5533491,178
nairobi_suswa,-1.143855124,36.55405608,179
nairobi_suswa,-1.142370476,36.55409143,180
nairobi_suswa,-1.14000211,36.55366724,181
nairobi_suswa,-1.135582361,36.55221518,182
nairobi_suswa,-1.13392731,36.55167632,183
nairobi_suswa,-1.132618665,36.55107973,184
nairobi_suswa,-1.132099056,36.55077182,185
nairobi_suswa,-1.131945097,36.55025221,186
nairobi_suswa,-1.131694915,36.54930921,187
nairobi_suswa,-1.131386999,36.5488281,188
nairobi_suswa,-1.130674942,36.54852018,189
nairobi_suswa,-1.129924396,36.54857791,190
nairobi_suswa,-1.129077626,36.5488281,191
nairobi_suswa,-1.12784596,36.5490013,192
nairobi_suswa,-1.126056195,36.54869338,193
nairobi_suswa,-1.124131718,36.54825075,194
nairobi_suswa,-1.120071069,36.54751945,195
nairobi_suswa,-1.117511514,36.54688437,196
nairobi_suswa,-1.116837947,36.54669192,197
nairobi_suswa,-1.115028937,36.54655721,198
nairobi_suswa,-1.11347011,36.5458644,199
nairobi_suswa,-1.112392403,36.54576818,200
nairobi_suswa,-1.11177657,36.54613383,201
nairobi_suswa,-1.109890582,36.54673041,202
nairobi_suswa,-1.106522746,36.54778888,203
nairobi_suswa,-1.104944674,36.54832773,204
nairobi_suswa,-1.099787073,36.55023296,205
nairobi_suswa,-1.092801219,36.55263856,206
nairobi_suswa,-1.09135786,36.55283101,207
nairobi_suswa,-1.08966432,36.55283101,208
nairobi_suswa,-1.087393436,36.55271554,209
nairobi_suswa,-1.084737657,36.55200348,210
nairobi_suswa,-1.069544553,36.54617271,211
nairobi_suswa,-1.066922605,36.5443155,212
nairobi_suswa,-1.064956144,36.54185742,213
nairobi_suswa,-1.059242989,36.5350992,214
nairobi_suswa,-1.051264807,36.52654462,215
nairobi_suswa,-1.050493015,36.52538694,216
nairobi_suswa,-1.049335326,36.52202412,217
nairobi_suswa,-1.048728917,36.51469209,218
nairobi_suswa,-1.048343021,36.50669853,219
nairobi_suswa,-1.046600363,36.48239651,220
nairobi_suswa,-1.04570774,36.46788029,221
nairobi_suswa,-1.04549596,36.46383295,222
nairobi_suswa,-1.044272346,36.44503165,223
nairobi_suswa,-1.043331105,36.42996002,224
nairobi_suswa,-1.042248677,36.41392361,225
nairobi_suswa,-1.041283904,36.39852255,226
nairobi_suswa,-1.040530911,36.38695704,227
nairobi_suswa,-1.040340615,36.38561383,228
nairobi_suswa,-1.040097621,36.38467222,229
nairobi_suswa,-1.039338262,36.38275864,230
nairobi_suswa,-1.036452698,36.37768612,231
nairobi_suswa,-1.033020395,36.37127713,232
nairobi_suswa,-1.032412908,36.36969767,233
nairobi_suswa,-1.031896544,36.36726772,234
nairobi_suswa,-1.031714298,36.36547563,235
nairobi_suswa,-1.031775046,36.36426066,236
nairobi_suswa,-1.032625528,36.36026643,237
nairobi_suswa,-1.036209703,36.34820781,238
nairobi_suswa,-1.039915374,36.3356632,239
nairobi_suswa,-1.041191098,36.33141079,240
nairobi_suswa,-1.04441078,36.32114425,241
nairobi_mombasa,-1.355207843,36.89770656,1
nairobi_mombasa,-1.372401632,36.91361355,2
nairobi_mombasa,-1.374171803,36.91487937,3
nairobi_mombasa,-1.386585392,36.92096942,4
nairobi_mombasa,-1.387576979,36.92138262,5
nairobi_mombasa,-1.392641575,36.92211611,6
nairobi_mombasa,-1.393903729,36.9225489,7
nairobi_mombasa,-1.396146793,36.92392019,8
nairobi_mombasa,-1.39801833,36.92581046,9
nairobi_mombasa,-1.399104328,36.92831245,10
nairobi_mombasa,-1.400192115,36.93276976,11
nairobi_mombasa,-1.401607512,36.93742208,12
nairobi_mombasa,-1.402572903,36.93912244,13
nairobi_mombasa,-1.40374894,36.94047984,14
nairobi_mombasa,-1.406960001,36.94365672,15
nairobi_mombasa,-1.408070507,36.94450581,16
nairobi_mombasa,-1.411141676,36.94594743,17
nairobi_mombasa,-1.413127234,36.94633615,18
nairobi_mombasa,-1.4182366,36.9469362,19
nairobi_mombasa,-1.422111138,36.94757026,20
nairobi_mombasa,-1.423655025,36.94823325,21
nairobi_mombasa,-1.425228664,36.94927929,22
nairobi_mombasa,-1.426401003,36.95045909,23
nairobi_mombasa,-1.427538122,36.95198792,24
nairobi_mombasa,-1.428731566,36.95363,25
nairobi_mombasa,-1.429998759,36.95526607,26
nairobi_mombasa,-1.431183868,36.95637889,27
nairobi_mombasa,-1.43252258,36.95730001,28
nairobi_mombasa,-1.433618088,36.95786988,29
nairobi_mombasa,-1.434492326,36.95827507,30
nairobi_mombasa,-1.435570168,36.95877981,31
nairobi_mombasa,-1.436542969,36.9592505,32
nairobi_mombasa,-1.437501878,36.95972834,33
nairobi_mombasa,-1.43852121,36.96021308,34
nairobi_mombasa,-1.439280461,36.96057505,35
nairobi_mombasa,-1.440071092,36.96103382,36
nairobi_mombasa,-1.440895291,36.96167868,37
nairobi_mombasa,-1.441591416,36.96238018,38
nairobi_mombasa,-1.442259884,36.96333478,39
nairobi_mombasa,-1.442761454,36.96430181,40
nairobi_mombasa,-1.443208698,36.96609103,41
nairobi_mombasa,-1.443285871,36.96780806,42
nairobi_mombasa,-1.443314398,36.96981867,43
nairobi_mombasa,-1.443610438,36.98949186,44
nairobi_mombasa,-1.443803087,36.99108285,45
nairobi_mombasa,-1.444181865,36.99230018,46
nairobi_mombasa,-1.444711237,36.99327392,47
nairobi_mombasa,-1.445301104,36.99407466,48
nairobi_mombasa,-1.445948346,36.99475315,49
nairobi_mombasa,-1.446665247,36.99534249,50
nairobi_mombasa,-1.447488605,36.99582483,51
nairobi_mombasa,-1.448220619,36.99611349,52
nairobi_mombasa,-1.448984522,36.99631158,53
nairobi_mombasa,-1.449878092,36.99636419,54
nairobi_mombasa,-1.450680857,36.99623915,55
nairobi_mombasa,-1.452012948,36.99592291,56
nairobi_mombasa,-1.453602361,36.99558531,57
nairobi_mombasa,-1.455816109,36.99507616,58
nairobi_mombasa,-1.458121071,36.99448833,59
nairobi_mombasa,-1.460459478,36.99360022,60
nairobi_mombasa,-1.462438335,36.9928922,61
nairobi_mombasa,-1.4639301,36.99236394,62
nairobi_mombasa,-1.465101784,36.99195072,63
nairobi_mombasa,-1.466495935,36.99144716,64
nairobi_mombasa,-1.467945383,36.99094869,65
nairobi_mombasa,-1.470253406,36.99007277,66
nairobi_mombasa,-1.472130159,36.98937605,67
nairobi_mombasa,-1.488102528,36.98359761,68
nairobi_mombasa,-1.505464084,36.9771979,69
nairobi_mombasa,-1.515637672,36.97351266,70
nairobi_mombasa,-1.517877668,36.97286893,71
nairobi_mombasa,-1.519163643,36.97269619,72
nairobi_mombasa,-1.520645603,36.9726023,73
nairobi_mombasa,-1.52186677,36.97267739,74
nairobi_mombasa,-1.523163062,36.97284378,75
nairobi_mombasa,-1.524463794,36.9730738,76
nairobi_mombasa,-1.52875616,36.97405703,77
nairobi_mombasa,-1.534783105,36.97548633,78
nairobi_mombasa,-1.542900256,36.97731128,79
nairobi_mombasa,-1.548412721,36.97860811,80
nairobi_mombasa,-1.552524578,36.97954288,81
nairobi_mombasa,-1.555266163,36.98028229,82
nairobi_mombasa,-1.558474295,36.98200928,83
nairobi_mombasa,-1.560515113,36.98326573,84
nairobi_mombasa,-1.570135757,36.98895327,85
nairobi_mombasa,-1.578248925,36.99519447,86
nairobi_mombasa,-1.595153726,37.00784304,87
nairobi_mombasa,-1.64685682,37.04669052,88
nairobi_mombasa,-1.664654368,37.05987516,89
nairobi_mombasa,-1.667601308,37.06217134,90
nairobi_mombasa,-1.670604706,37.06487474,91
nairobi_mombasa,-1.677938192,37.0714737,92
nairobi_mombasa,-1.683264101,37.07609646,93
nairobi_mombasa,-1.685136201,37.0778992,94
