Latitude,Longitude
-3.403804894425063,38.55698879470904
-3.402585389561231,38.55467911070095
-3.400776805321396,38.55227839311808
-3.39862703131294,38.5500244468425
-3.394744803319202,38.54590961839342
-3.392630717355507,38.54373360590247
-3.390463469324872,38.54213597330387
-3.389161625509514,38.54144045459653
-3.387087739669438,38.54065119017171
-3.381865953967873,38.53932229634269
-3.375692610841143,38.53776542419665
-3.372782645798094,38.53704941116199
-3.36838416548513,38.53592198205939
-3.365222989538525,38.5351380281544
-3.359225842750661,38.53363768112874
-3.355741221327693,38.53272452052179
-3.349001059545732,38.53104074148657
-3.339774172559947,38.52872782928992
-3.332785922033204,38.52695948490382
-3.330416261142265,38.52633835570855
-3.326929040213474,38.52552393033621
-3.324945082834694,38.52497674767488
-3.323466075468744,38.52463247686802
-3.321317042654949,38.52406594197324
-3.316028786880834,38.52274725471401
-3.312058731662121,38.52172361700664
-3.306056041159444,38.52026261855794
-3.30269182404848,38.51935939273972
-3.293561836341484,38.51705726307846
-3.290540305103391,38.51631937733491
-3.284855190871935,38.51488156625595
-3.283380864994133,38.51445588804721
-3.279320015566785,38.5134677751258
-3.276638009050347,38.51280701017555
-3.274720114263485,38.51230217559103
-3.271947594975711,38.51163108742146
-3.269631069164936,38.51108012795788
-3.266878513595205,38.51031411070146
-3.263593309948399,38.50954198806921
-3.258538441560265,38.50826993542175
-3.25447542251973,38.50725080700801
-3.246604649602151,38.50530007471016
-3.243780992214996,38.50456878859927
-3.240578152196324,38.50375432231392
-3.237347068281024,38.50296152008005
-3.23548684860904,38.50247113790668
-3.234069387184279,38.50227146785647
-3.232827909130357,38.50216469617634
-3.231641513351541,38.50219292457227
-3.230524189827941,38.50231960814786
-3.227236122674332,38.50296256447776
-3.224498263711915,38.50348719030946
-3.22310811077665,38.50368698287277
-3.221723124963277,38.50377368724989
-3.220518005357527,38.50372042012685
-3.219297243634797,38.50355762397314
-3.214377764553477,38.50272044652257
-3.211002192861427,38.5021791572645
-3.204919171416988,38.50117888822874
-3.201877169451635,38.50062591951554
-3.195487436213944,38.49960978636805
-3.192185728754996,38.49901503082146
-3.184365795737084,38.49771613640804
-3.180919755386379,38.49715230500671
-3.179616537965954,38.49694311654969
-3.178380509209539,38.49682520250153
-3.177304886835043,38.49681079499804
-3.1710099558719,38.49710346543638
-3.158783783853207,38.4977012819183
-3.148112905550038,38.498262637751
-3.136021505831963,38.49888010128422
-3.132956032982693,38.49907558441047
-3.126590023165752,38.4992875618651
-3.123271817128974,38.49930145700485
-3.120022633428647,38.49859246461552
-3.115779365866428,38.49783219856312
-3.103008410405104,38.49550401885129
-3.098768274439566,38.49475941098432
-3.091470206136923,38.49346988603961
-3.088569694576364,38.49290697174206
-3.08321344028863,38.49192178345397
-3.079504737077936,38.49125312014691
-3.07753967446455,38.49084937131566
-3.075662283802343,38.49034545147786
-3.074019965148862,38.4898670039774
-3.072164231495358,38.4894829357735
-3.069894958082406,38.48936618210521
-3.067656425085477,38.48910206362053
-3.056232833336008,38.48706766380543
-3.047139544658672,38.48542724801273
-3.038782071499218,38.48390542051895
-3.033458216056882,38.48268370310736
-3.025381899982268,38.48067320739167
-3.022612218438915,38.47993854276329
-3.019739569878249,38.47872860350379
-3.015366375319701,38.47625964444749
-3.010910932570041,38.47376539659813
-3.002845409553451,38.46924518278204
-3.000522807495014,38.46783084338636
-2.996791621895625,38.46595617576052
-2.991488323227538,38.463570758808
-2.9881414836533,38.46210230866016
-2.986030527799218,38.46080537932945
-2.984296596187623,38.4592341159444
-2.979862418376046,38.45567982989623
-2.976477833111953,38.45360702549358
-2.973751394463957,38.45197322445755
-2.971234805605377,38.45044123614074
-2.970234696495738,38.44982325237538
-2.968619048330847,38.44867551337065
-2.967246528168778,38.44740321589681
-2.966257991205093,38.44627415917999
-2.965427009717294,38.44517733919833
-2.963080009639311,38.44184178150338
-2.962057955550358,38.44037166435624
-2.961174619969081,38.43942305968239
-2.959859321892158,38.43827663423184
-2.957502547098469,38.43653134168363
-2.952683627721848,38.43318136720703
-2.950118463149127,38.43135907293923
-2.94599249774992,38.42844245859022
-2.943702215617074,38.42679411216125
-2.939778832442182,38.42412561480005
-2.935851147432722,38.42133599034699
-2.93292533394114,38.41928558287532
-2.931265014455333,38.41807213911709
-2.930284279289662,38.41721311379911
-2.92884725069052,38.41557729558576
-2.92784778829211,38.41411740024392
-2.927172810752787,38.41286565261152
-2.926466201167824,38.41098844197998
-2.926143293950719,38.40965142490462
-2.925940454069022,38.40830388436563
-2.925868216476855,38.40703156412933
-2.925921047067411,38.4022041107479
-2.925972803323618,38.39919346819561
-2.925853636964849,38.39668556551983
